x	y	label	key	showSelected1
2.94191689429334	2.70973930844697	Subj: 1	Subject 1	1
-0.929396342792177	4.67329078540221	Subj: 2	Subject 2	1
0.926256822674678	-2.67772140222468	Subj: 3	Subject 3	1
1.46572520992208	-0.457577533634743	Subj: 4	Subject 4	1
1.008536646282	-0.166642672787316	Subj: 5	Subject 5	1
-0.0122490321829681	1.37190079614015	Subj: 6	Subject 6	1
3.22304399487788	-0.468505842832145	Subj: 7	Subject 7	1
0.0106819231738049	-5.21291084180955	Subj: 8	Subject 8	1
4.23684742775408	-4.78093385715104	Subj: 9	Subject 9	1
0.074571801895158	2.74022669146038	Subj: 10	Subject 10	1
0.811997200400508	0.843850530407893	Subj: 1	Subject 1	2
-0.322114597097333	-1.36767788176075	Subj: 2	Subject 2	2
1.91632647139903	3.35145503958396	Subj: 3	Subject 3	2
-1.05340965415315	1.48579861143463	Subj: 4	Subject 4	2
-2.33656208883859	0.379521293199211	Subj: 5	Subject 5	2
1.26563605177743	0.753101494582926	Subj: 6	Subject 6	2
-1.22278635237334	1.55857763211054	Subj: 7	Subject 7	2
3.28820252344251	0.379665773158163	Subj: 8	Subject 8	2
-0.462892405226691	-5.78618016630587	Subj: 9	Subject 9	2
1.71129576680441	0.769765907061319	Subj: 10	Subject 10	2
3.62541401960986	3.08423275186854	Subj: 1	Subject 1	3
1.11584287506406	-0.652347846109348	Subj: 2	Subject 2	3
0.776880458319173	1.60069712145261	Subj: 3	Subject 3	3
0.358206924921821	3.08222091278	Subj: 4	Subject 4	3
-1.78865779032106	-1.9215777588958	Subj: 5	Subject 5	3
1.82399379608077	-1.42158517375568	Subj: 6	Subject 6	3
0.165720308506958	-1.96347736170754	Subj: 7	Subject 7	3
0.234486587336157	-2.61842799900479	Subj: 8	Subject 8	3
2.46669265714232	0.459965106482322	Subj: 9	Subject 9	3
2.2435462210165	1.60640867929838	Subj: 10	Subject 10	3
-2.18725013463258	1.53524118884707	Subj: 1	Subject 1	4
-2.14087148287359	-0.58575470710695	Subj: 2	Subject 2	4
1.04940477239401	0.400125768130702	Subj: 3	Subject 3	4
-1.19327826976807	2.64577928675993	Subj: 4	Subject 4	4
0.796354771390584	3.27971148595238	Subj: 5	Subject 5	4
-0.0565177628516305	-1.79422753681164	Subj: 6	Subject 6	4
-0.427343212898991	0.165360879499646	Subj: 7	Subject 7	4
-3.24935569083822	2.8029968018394	Subj: 8	Subject 8	4
-1.64949590071997	-0.539459161132602	Subj: 9	Subject 9	4
1.15903288223588	0.295061030122007	Subj: 10	Subject 10	4
0.648948259515745	0.0404437221074671	Subj: 1	Subject 1	5
-1.14356476830135	2.17323813692123	Subj: 2	Subject 2	5
1.32641376493476	-2.99011172267339	Subj: 3	Subject 3	5
0.2745231687441	3.87891784262675	Subj: 4	Subject 4	5
2.18002709597468	2.22955595703716	Subj: 5	Subject 5	5
3.86484385546198	0.198448022228504	Subj: 6	Subject 6	5
-0.985385022218986	-2.39801426027834	Subj: 7	Subject 7	5
1.90930059516057	1.78601740008396	Subj: 8	Subject 8	5
1.16979611735697	1.46638772762954	Subj: 9	Subject 9	5
2.79113116452909	0.487288747157223	Subj: 10	Subject 10	5
-2.80185847546302	-1.80244410147997	Subj: 1	Subject 1	6
1.86755439486714	4.6739443339663	Subj: 2	Subject 2	6
3.54265025471759	0.815549489771093	Subj: 3	Subject 3	6
5.31907848459861	0.431783798988839	Subj: 4	Subject 4	6
-1.55372319648104	1.59123928320919	Subj: 5	Subject 5	6
-1.10171113125421	0.674830372235931	Subj: 6	Subject 6	6
-0.211642789520243	0.33582392608818	Subj: 7	Subject 7	6
-0.908111564154383	3.55357484710419	Subj: 8	Subject 8	6
-0.0914874462849826	0.165939579815793	Subj: 9	Subject 9	6
0.829244064646993	-1.96720440818445	Subj: 10	Subject 10	6
-0.058434553019149	-1.49231248311771	Subj: 1	Subject 1	7
3.3961378171097	0.798100901875194	Subj: 2	Subject 2	7
3.91696332919112	-1.69699171311556	Subj: 3	Subject 3	7
3.89772737762019	1.0800379971195	Subj: 4	Subject 4	7
-1.36127409905066	3.29541179920933	Subj: 5	Subject 5	7
5.49992138727279	-1.3677474459295	Subj: 6	Subject 6	7
3.43374565959908	-0.776881508426128	Subj: 7	Subject 7	7
1.34656507172348	0.793127878901727	Subj: 8	Subject 8	7
2.80721555759652	-1.33519223965221	Subj: 9	Subject 9	7
-0.542770458303728	-0.0665679197725564	Subj: 10	Subject 10	7
3.24814792736376	-0.575193682486824	Subj: 1	Subject 1	8
-1.72525880437119	1.69208210592373	Subj: 2	Subject 2	8
0.461387312789038	-0.824769447581195	Subj: 3	Subject 3	8
2.87102763457905	5.22411096067027	Subj: 4	Subject 4	8
1.68744401515572	0.55258805684514	Subj: 5	Subject 5	8
2.29602460732261	-0.154671012060104	Subj: 6	Subject 6	8
6.51918709774083	0.467477017026784	Subj: 7	Subject 7	8
-0.0367606487993388	2.52512676725286	Subj: 8	Subject 8	8
-2.62640022985827	0.994680970405638	Subj: 9	Subject 9	8
2.14739054486083	-2.45123347842258	Subj: 10	Subject 10	8
0.830809167562582	2.39354337402493	Subj: 1	Subject 1	9
2.17825762336133	0.048962531210792	Subj: 2	Subject 2	9
1.90201266314995	-0.644164470386914	Subj: 3	Subject 3	9
1.79951866222712	1.20552821349579	Subj: 4	Subject 4	9
5.41876408488573	2.8771936903576	Subj: 5	Subject 5	9
0.149344085780111	0.753083330655652	Subj: 6	Subject 6	9
4.09094090445597	-1.87405310711948	Subj: 7	Subject 7	9
1.86314637510649	-1.71335180875073	Subj: 8	Subject 8	9
0.129588389386561	-0.636790650155877	Subj: 9	Subject 9	9
1.66247270196698	-0.154216250748916	Subj: 10	Subject 10	9
0.302368606102156	4.25688453163081	Subj: 1	Subject 1	10
-0.17703972391439	1.17704379142723	Subj: 2	Subject 2	10
1.03141885776565	3.47830141680113	Subj: 3	Subject 3	10
1.32737758198085	-2.28911107150741	Subj: 4	Subject 4	10
1.69328421867671	3.89271305075696	Subj: 5	Subject 5	10
1.51350554285031	-0.381120343330365	Subj: 6	Subject 6	10
5.78440408320022	0.447137829092296	Subj: 7	Subject 7	10
-0.771996674570839	-1.21883751979887	Subj: 8	Subject 8	10
1.17035139858444	1.2677386328589	Subj: 9	Subject 9	10
2.69816305621366	4.5706781034631	Subj: 10	Subject 10	10
4.86982517075095	-0.304878946624819	Subj: 1	Subject 1	11
0.461456472249117	0.477139563976162	Subj: 2	Subject 2	11
2.31097390933021	-2.22631406133475	Subj: 3	Subject 3	11
2.29813382638384	-0.40106688358458	Subj: 4	Subject 4	11
1.04328854327821	-0.454703518363016	Subj: 5	Subject 5	11
0.202522688007992	-0.345139399719205	Subj: 6	Subject 6	11
2.1951344399868	-3.27766919829414	Subj: 7	Subject 7	11
3.51102376562594	1.52683710057311	Subj: 8	Subject 8	11
5.15368455795311	-0.163845872509663	Subj: 9	Subject 9	11
-1.61830557655843	4.14098238766433	Subj: 10	Subject 10	11
5.11579107775772	-1.40764230728974	Subj: 1	Subject 1	12
3.0690056946813	0.69817106991508	Subj: 2	Subject 2	12
5.25867616080045	1.54201474743582	Subj: 3	Subject 3	12
0.665364298242631	0.393065042504983	Subj: 4	Subject 4	12
4.30130344994377	1.40931888167145	Subj: 5	Subject 5	12
1.22997698273353	0.562238426531982	Subj: 6	Subject 6	12
3.04191504505126	4.43668787176685	Subj: 7	Subject 7	12
